Whisky Name,Link,Tags,Nose Score,Nose Comment,Taste Score,Taste Comment,Finish Score,Finish Comment,document_text
Nikka40-year-old,https://www.whiskybase.com/whiskies/whisky/58616/nikka-40-year-old,,,"Greatness of age, mastery of the blend and perfect balance that emerges. A slap.\nFruits, sherry, wood, floral, medicinal, everything is jostling. This dram wants to express itself and makes it known.\nQuince, grape skin, strawberry, papaya, pineapple, mango, melon. A beautiful tropical variation delicate.\nGood old and precious wood, rustic, lightly waxed is there to remind the age of the liquid. One feels in an old office frozen by time. Old dusty newspaper.\nA little camphor is there without exceeding, to add a precious side.\nA very light rose is there, with its almond paste.\nEach puff is different. The flavors are turning, but each one is superb and balanced. Should we really drink it? The fear of falling back on earth is there.",,"Sirupeux, and once again only one word comes: Balance.\nPrecious wood is always there and is softer than ever in its wax and dust.\nA more tertiary side, under wood and tobacco, makes its appearance.\nThe fruits are always of the part not worry but a little more cooked than at the nose.\nA little black pepper and liquorice.\nA hair less complex than the nose but still a work of goldsmith.",,"The finish is sweet, long, camphorated, on cognac and chocolate truffle, black pepper, mint. Slightly astringent but fresh.\nThe empty glass smells of mandarin peel.","위스키 이름: Nikka40-year-old

향(Nose): Greatness of age, mastery of the blend and perfect balance that emerges. A slap.\nFruits, sherry, wood, floral, medicinal, everything is jostling. This dram wants to express itself and makes it known.\nQuince, grape skin, strawberry, papaya, pineapple, mango, melon. A beautiful tropical variation delicate.\nGood old and precious wood, rustic, lightly waxed is there to remind the age of the liquid. One feels in an old office frozen by time. Old dusty newspaper.\nA little camphor is there without exceeding, to add a precious side.\nA very light rose is there, with its almond paste.\nEach puff is different. The flavors are turning, but each one is superb and balanced. Should we really drink it? The fear of falling back on earth is there.

맛(Taste): Sirupeux, and once again only one word comes: Balance.\nPrecious wood is always there and is softer than ever in its wax and dust.\nA more tertiary side, under wood and tobacco, makes its appearance.\nThe fruits are always of the part not worry but a little more cooked than at the nose.\nA little black pepper and liquorice.\nA hair less complex than the nose but still a work of goldsmith.

피니쉬(Finish): The finish is sweet, long, camphorated, on cognac and chocolate truffle, black pepper, mint. Slightly astringent but fresh.\nThe empty glass smells of mandarin peel."
Linkwood1954 GM,https://www.whiskybase.com/whiskies/whisky/30463/linkwood-1954-gm,,94.0,"fruity, orange, pepper, oak, leather, light smoky notes, raisins",93.0,"Oak, nuts, furniture polish, dark chocolate, orange peel, cloves, light notes of ginger",93.0,"medium length, becoming drier towards the end","위스키 이름: Linkwood1954 GM

향(Nose) [점수: 94.0]: fruity, orange, pepper, oak, leather, light smoky notes, raisins

맛(Taste) [점수: 93.0]: Oak, nuts, furniture polish, dark chocolate, orange peel, cloves, light notes of ginger

피니쉬(Finish) [점수: 93.0]: medium length, becoming drier towards the end"
Karuizawa1981,https://www.whiskybase.com/whiskies/whisky/41915/karuizawa-1981,Cooked Fruit,,"very varnished, tobacco wax, slightly woody, dates, figs. Pretty classic but very beautiful. Small tip suffused in the background, it is hoped that it does not take over with time.",,"powerful, big scale, alcohol very well integrated, beaucop of varnish again, chocolate, mocha, tobacco, leather, dried fruits.",,very long.,"위스키 이름: Karuizawa1981
태그: Cooked Fruit

향(Nose): very varnished, tobacco wax, slightly woody, dates, figs. Pretty classic but very beautiful. Small tip suffused in the background, it is hoped that it does not take over with time.

맛(Taste): powerful, big scale, alcohol very well integrated, beaucop of varnish again, chocolate, mocha, tobacco, leather, dried fruits.

피니쉬(Finish): very long."
Longmorn1969 GM,https://www.whiskybase.com/whiskies/whisky/18748/longmorn-1969-gm,,,"Thick and oily dry sherry, Chinese fermented beancurd, mineral, dried plums, tropical fruits.",,"Sweet, explosive tropical fruits, strawberries, plums, leather, a touch of smoke, cherries and dried mangos.",,"Long, smoked ham, leather.","위스키 이름: Longmorn1969 GM

향(Nose): Thick and oily dry sherry, Chinese fermented beancurd, mineral, dried plums, tropical fruits.

맛(Taste): Sweet, explosive tropical fruits, strawberries, plums, leather, a touch of smoke, cherries and dried mangos.

피니쉬(Finish): Long, smoked ham, leather."
Caol Ila1974 SV,https://www.whiskybase.com/whiskies/whisky/11335/caol-ila-1974-sv,,,"Powerful and complex. Peat, salt minerals, citruses, green apple, coconut.\nMenthol bubble gum, tutti-frutti and punch pudding. Star anise, cooking oil and dill.",,"Extremely powerful. Big dose of peat, burnt caramel, honey, freshly grated lemon peel, kiwi. Camphor, menthol, fresh eucalyptus, marzipan, mustard and horseradish.",,Long with citruses and ash.,"위스키 이름: Caol Ila1974 SV

향(Nose): Powerful and complex. Peat, salt minerals, citruses, green apple, coconut.\nMenthol bubble gum, tutti-frutti and punch pudding. Star anise, cooking oil and dill.

맛(Taste): Extremely powerful. Big dose of peat, burnt caramel, honey, freshly grated lemon peel, kiwi. Camphor, menthol, fresh eucalyptus, marzipan, mustard and horseradish.

피니쉬(Finish): Long with citruses and ash."
Clynelish1972 TWA,https://www.whiskybase.com/whiskies/whisky/17240/clynelish-1972-twa,,,"Intense, honeydew, sweet nectar, fruity citrusy, orange peels - great",,"Punchy, very oily, liquorice, mellow, thick, waxy and smooth, honey again, orange jam, sea breeze, hints of peat, lemony - superb",,"Medium long and warm, still sweet, fruity and round - fantastic","위스키 이름: Clynelish1972 TWA

향(Nose): Intense, honeydew, sweet nectar, fruity citrusy, orange peels - great

맛(Taste): Punchy, very oily, liquorice, mellow, thick, waxy and smooth, honey again, orange jam, sea breeze, hints of peat, lemony - superb

피니쉬(Finish): Medium long and warm, still sweet, fruity and round - fantastic"
Springbank1993,https://www.whiskybase.com/whiskies/whisky/143194/springbank-1993,,,"Deep and dark with lots of sherry goodness, black berries, succulent and sweet, Demerara sugar, red ripe cherries soaked in liquor, with time more sour-ish sherry notes appear, also lovely oak and prunes, hint of ginger cookies.",,"Old oak wood to boot, not as sweet, but some fruit are present indeed. Tea leaf and a hint of tobacco, some sugar and molasses, a vegetal note too, and prunes spread.",,"Long , strong ,sweet and lovely. Delicious olden oak chests, wood spices, sweet sherry and leather.","위스키 이름: Springbank1993

향(Nose): Deep and dark with lots of sherry goodness, black berries, succulent and sweet, Demerara sugar, red ripe cherries soaked in liquor, with time more sour-ish sherry notes appear, also lovely oak and prunes, hint of ginger cookies.

맛(Taste): Old oak wood to boot, not as sweet, but some fruit are present indeed. Tea leaf and a hint of tobacco, some sugar and molasses, a vegetal note too, and prunes spread.

피니쉬(Finish): Long , strong ,sweet and lovely. Delicious olden oak chests, wood spices, sweet sherry and leather."
Glenlivet25-year-old,https://www.whiskybase.com/whiskies/whisky/12467/glenlivet-25-year-old,Cooked Vegetable,92.0,"Honey and fruit, mainly yellow plumb, mango and a little melon.\nFurniture polish, possibly a little salt and then a nice treacle note.\nAfter a few minutes some there is some honeycomb and faint hints of orange and finally hot buttered toast.\nIf the palate lives up to the nose this will be good, here's hoping.",90.0,"Not sure what to think to be honest , there is some lovely fruit but it is a little tame.\nThere is a creamy mouthfeel and also a little spice which lifts it, hints of pineapple and mango and sweet yellow plums.\nThere is a little honey but nowhere near what the nose hinted at.",90.0,"Decent length considering only 43%, remains creamy until the end with a little spice on the tail.","위스키 이름: Glenlivet25-year-old
태그: Cooked Vegetable

향(Nose) [점수: 92.0]: Honey and fruit, mainly yellow plumb, mango and a little melon.\nFurniture polish, possibly a little salt and then a nice treacle note.\nAfter a few minutes some there is some honeycomb and faint hints of orange and finally hot buttered toast.\nIf the palate lives up to the nose this will be good, here's hoping.

맛(Taste) [점수: 90.0]: Not sure what to think to be honest , there is some lovely fruit but it is a little tame.\nThere is a creamy mouthfeel and also a little spice which lifts it, hints of pineapple and mango and sweet yellow plums.\nThere is a little honey but nowhere near what the nose hinted at.

피니쉬(Finish) [점수: 90.0]: Decent length considering only 43%, remains creamy until the end with a little spice on the tail."
Strathisla1965 GM,https://www.whiskybase.com/whiskies/whisky/64731/strathisla-1965-gm,,94.0,"deep smoky molasses, grandma's cupboard, iodine, anise, fennel, very syrupy sherry, slight sulfur, citrus, very balanced ethanol, celery, sherry bomb",90.0,"spicy, sweet, sherry, balsamic vinegar, tart, raisins, Armagnac notes",89.0,"coffee, dry, dark chocolate, sherry, warming, Cured Cuban leaf cigar tobacco,","위스키 이름: Strathisla1965 GM

향(Nose) [점수: 94.0]: deep smoky molasses, grandma's cupboard, iodine, anise, fennel, very syrupy sherry, slight sulfur, citrus, very balanced ethanol, celery, sherry bomb

맛(Taste) [점수: 90.0]: spicy, sweet, sherry, balsamic vinegar, tart, raisins, Armagnac notes

피니쉬(Finish) [점수: 89.0]: coffee, dry, dark chocolate, sherry, warming, Cured Cuban leaf cigar tobacco,"
Longmorn1969 GM,https://www.whiskybase.com/whiskies/whisky/23047/longmorn-1969-gm,,92.0,"Very expressive nose, a beautiful old-style dram, a lot of dried pineapples, fresh melons, and crystallized orange. A bit winey, some new furniture, hints of sour palate. Huge OBE, there are more sherry influence: Christmas cake, dates and raisins, toffee.",92.0,"Syrupy, very oily, very sour, big but smooth, very mouthwatering.\nFresh melons, some tropical components, similar to a Bowmore.\nA tad vegetal, wonderful oak, very spicey, herbal, a bit drying at the end.",91.0,"Medium, caramel, dried apricots, black tea,","위스키 이름: Longmorn1969 GM

향(Nose) [점수: 92.0]: Very expressive nose, a beautiful old-style dram, a lot of dried pineapples, fresh melons, and crystallized orange. A bit winey, some new furniture, hints of sour palate. Huge OBE, there are more sherry influence: Christmas cake, dates and raisins, toffee.

맛(Taste) [점수: 92.0]: Syrupy, very oily, very sour, big but smooth, very mouthwatering.\nFresh melons, some tropical components, similar to a Bowmore.\nA tad vegetal, wonderful oak, very spicey, herbal, a bit drying at the end.

피니쉬(Finish) [점수: 91.0]: Medium, caramel, dried apricots, black tea,"
Glenfarclas1968,https://www.whiskybase.com/whiskies/whisky/14858/glenfarclas-1968,,93.0,"Ahhh.... delicious stuff... how do I know this would be so chuggable without even nosing it haha. Everything right with the world, despite omicron being a little bitch.",91.0,"Not super sherried, so must be mostly refill sherry or a mix with ex-bourbon. This is a wonderful bottling imported to the USA close to the time of the more famous 57.4% from 1974. While this 43% is definitely not as exciting, it stands proud with its fruits, minerality, and herbaceousness. It is definitely chuggable, but oh... I wish I have enough money to chug this all night long.... On another note, I am drinking this sample from riekio during a NYC wintry night, and so, scores are usually less a point due to the temperature.",90.0,Probably shouldn't have diluted to 43%... the finish is not long.,"위스키 이름: Glenfarclas1968

향(Nose) [점수: 93.0]: Ahhh.... delicious stuff... how do I know this would be so chuggable without even nosing it haha. Everything right with the world, despite omicron being a little bitch.

맛(Taste) [점수: 91.0]: Not super sherried, so must be mostly refill sherry or a mix with ex-bourbon. This is a wonderful bottling imported to the USA close to the time of the more famous 57.4% from 1974. While this 43% is definitely not as exciting, it stands proud with its fruits, minerality, and herbaceousness. It is definitely chuggable, but oh... I wish I have enough money to chug this all night long.... On another note, I am drinking this sample from riekio during a NYC wintry night, and so, scores are usually less a point due to the temperature.

피니쉬(Finish) [점수: 90.0]: Probably shouldn't have diluted to 43%... the finish is not long."
Glen Grant1958 GM,https://www.whiskybase.com/whiskies/whisky/23619/glen-grant-1958-gm,,,"The heavy sherry is obviously here but there are also some meat notes that remind me of Bovril?\nRich blackcurrant, plain chocolate, hint of marzipan, ripe dark plum skin and date,",,"More potent than the usual 40%, plum, fig, hint of apple juice, blackberry jam and some . oakiness but that is expected at this age.\nStarts to get dry after a while on wafer and chocolate and the blackcurrant sweetness remains.\nfinally some creamy caramel.",,Longer than I was expecting and the dryness seems to disappear replaced by a really nice fruity sherry.,"위스키 이름: Glen Grant1958 GM

향(Nose): The heavy sherry is obviously here but there are also some meat notes that remind me of Bovril?\nRich blackcurrant, plain chocolate, hint of marzipan, ripe dark plum skin and date,

맛(Taste): More potent than the usual 40%, plum, fig, hint of apple juice, blackberry jam and some . oakiness but that is expected at this age.\nStarts to get dry after a while on wafer and chocolate and the blackcurrant sweetness remains.\nfinally some creamy caramel.

피니쉬(Finish): Longer than I was expecting and the dryness seems to disappear replaced by a really nice fruity sherry."
